STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,TEMPEXT_BASE40,TEMPEXT_BASE45,TEMPEXT_BASE50
72025400119,2020-04-10,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",52.9,2.2,8.9,15.9,71.6,37.4,0.0,0.0,12.899999999999999,7.899999999999999,2.8999999999999986
72025400119,2020-04-11,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",50.8,4.3,9.9,15.9,60.8,46.4,0.0,0.0,10.799999999999997,5.799999999999997,0.7999999999999972
72025400119,2020-04-12,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",45.3,3.5,15.0,17.1,64.4,30.2,0.0,0.0,5.299999999999997,0.29999999999999716,4.700000000000003
72025400119,2020-04-13,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",47.2,3.3,12.0,15.9,68.0,28.4,0.0,0.0,7.200000000000003,2.200000000000003,2.799999999999997
72025400119,2020-04-14,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",52.4,3.6,9.9,15.0,68.0,35.6,0.0,0.0,12.399999999999999,7.399999999999999,2.3999999999999986
72025400119,2020-04-15,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",54.4,4.8,17.1,25.1,66.2,48.2,0.0,0.0,14.399999999999999,9.399999999999999,4.399999999999999
72025400119,2020-04-16,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",53.7,3.0,18.1,25.1,71.6,35.6,0.0,0.0,13.700000000000003,8.700000000000003,3.700000000000003
72025400119,2020-04-17,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",53.5,1.9,8.9,13.0,75.2,33.8,0.0,0.0,13.5,8.5,3.5
72025400119,2020-04-18,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",55.0,3.5,11.1,14.0,73.4,46.4,0.0,0.0,15.0,10.0,5.0
72025400119,2020-04-19,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",51.4,1.4,8.0,0.0,64.4,42.8,0.0,0.0,11.399999999999999,6.399999999999999,1.3999999999999986
72025400119,2020-04-20,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",52.0,1.5,6.0,9.9,68.0,41.0,0.0,0.0,12.0,7.0,2.0
72025400119,2020-04-21,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",53.9,3.3,8.0,11.1,66.2,48.2,0.0,0.0,13.899999999999999,8.899999999999999,3.8999999999999986
72025400119,2020-04-22,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",50.8,3.4,12.0,15.9,60.8,42.8,0.0,0.0,10.799999999999997,5.799999999999997,0.7999999999999972
72025400119,2020-04-23,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",53.8,3.0,8.0,11.1,64.4,50.0,0.0,0.0,13.799999999999997,8.799999999999997,3.799999999999997
72025400119,2020-04-24,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",52.8,2.0,9.9,12.0,64.4,46.4,0.0,0.0,12.799999999999997,7.799999999999997,2.799999999999997
72025400119,2020-04-25,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",56.7,4.7,9.9,18.1,64.4,50.0,0.0,0.0,16.700000000000003,11.700000000000003,6.700000000000003
72025400119,2020-04-26,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",52.0,2.7,9.9,17.1,68.0,39.2,0.0,0.0,12.0,7.0,2.0
72025400119,2020-04-27,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",56.5,7.4,12.0,20.0,66.2,50.0,0.0,0.0,16.5,11.5,6.5
72025400119,2020-04-28,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",53.1,2.3,11.1,13.0,71.6,39.2,0.0,0.0,13.100000000000001,8.100000000000001,3.1000000000000014
72025400119,2020-04-29,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",59.5,3.6,12.0,22.0,73.4,50.0,0.0,0.0,19.5,14.5,9.5
72025400119,2020-04-30,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",56.7,5.7,13.0,20.0,68.0,48.2,0.0,0.0,16.700000000000003,11.700000000000003,6.700000000000003
72025400119,2020-05-01,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",49.6,3.2,13.0,21.0,66.2,33.8,0.0,0.0,9.600000000000001,4.600000000000001,0.3999999999999986
72025400119,2020-05-02,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",55.6,3.5,11.1,19.0,62.6,50.0,0.0,0.0,15.600000000000001,10.600000000000001,5.600000000000001
72025400119,2020-05-03,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",50.1,4.5,11.1,17.1,60.8,42.8,0.0,0.0,10.100000000000001,5.100000000000001,0.10000000000000142
72025400119,2020-05-04,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",48.7,1.3,9.9,0.0,66.2,37.4,0.0,0.0,8.700000000000003,3.700000000000003,1.2999999999999972
72025400119,2020-05-05,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",57.1,1.4,7.0,9.9,73.4,50.0,0.0,0.0,17.1,12.100000000000001,7.100000000000001
72025400119,2020-05-06,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",55.9,4.5,9.9,19.0,69.8,46.4,0.0,0.0,15.899999999999999,10.899999999999999,5.899999999999999
72025400119,2020-05-07,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",50.8,3.4,13.0,18.1,69.8,37.4,0.0,0.0,10.799999999999997,5.799999999999997,0.7999999999999972
72025400119,2020-05-08,46.683,-122.983,54.3,"CHEHALIS CENTRALIA AIRPORT, WA US",61.4,5.7,12.0,18.1,82.4,44.6,0.0,0.0,21.4,16.4,11.399999999999999
