564,609,613,617,620,628,634,643,667,676,688,3456,3457,3459,3470,3482,3491,3612,4937,6034,6035,6042,6043,6180,6193,7097,7242,7380,7846,7873,7900,8048,8049,10202,10208,10298,10328,10554,10745,10789,50043,50071,50304,50305,50431,50625,50629,50666,50815,50835,50949,50973,52088,52120,54268,54624,54627,54676,55015,55064,55087,55091,55097,55144,55153,55168,55172,55176,55187,55206,55215,55226,55230,55270,55299,55313,55327,55358,55464,55470,55480,55545,56350,56400,56407,57898,58001,58066,59391,60122,60264,61643
0.0,169605400966259.0,45891265184905.0,202371326430343.0,778550397372924.0,969379384525751.0,238544569866819.0,29917507226089.0,10586595526275.0,6665077540002.0,10404952262935.0,30186524321233.0,12261027070598.0,219482463146759.0,30273573140644.0,23330577895753.0,21355343366468.0,11877081832955.0,8498808234664.0,60697737772810.0,33127810303846.0,944976669921819.0,1131309534266415.0,90425866557307.0,102835969911249.0,102035029368696.0,252221454196930.0,24915790171105.0,33809159685631.0,453706707478566.0,5807279020802.0,21875588569424.0,40181899714526.0,60199720681699.0,44052592876646.0,31772376227774.0,45782288144210.0,19658272629189.0,1046418816635796.0,23859932413506.0,3891399621283.0,107566875938606.0,6344653534733.0,97601374955940.0,66602260885797.0,142174196767607.0,107459102357243.0,107642482677851.0,91539983871212.0,97021323134941.0,18459157439865.0,5398974846666.0,8148749446942.0,50323103347988.0,31751270969859.0,107054866920085.0,99292332590117.0,8918903392500.0,36514670176633.0,4476012554005.0,38408922371255.0,98661345882101.0,213346056015911.0,21027683153192.0,128077092426689.0,8734434074690.0,39659540614118.0,10436786058121.0,513130600347503.0,6136632519882.0,203766023769925.0,272794526367307.0,73599640141093.0,5661767191937.0,102277003730271.0,9920702872156.0,82098519662471.0,211735317307476.0,1059591060661574.0,139605061620140.0,840657551499991.0,5568320419279.0,10937877067743.0,9005415428989.0,5075644521442955.0,103543453081274.0,231037111638655.0,71263986477544.0,61425021966735.0,173620465789315.0,66203211278504.0,57349474598989.0
169605400966259.0,0.0,354467798530348.0,26492813937279.0,167178042484893.0,282480221195567.0,26993245661305.0,55687200207590.0,122568756237253.0,198004104369998.0,249781521461152.0,42838059174240.0,85265016480839.0,57813676549801.0,102917965824098.0,70175367022517.0,120581602861655.0,116538530091906.0,99706342534299.0,339528749065338.0,121102659226407.0,236352204009386.0,272008270601291.0,512953963558569.0,557920418239042.0,543851040235530.0,26105504987040.0,57607864835232.0,66185425077462.0,67136574983499.0,197054857528413.0,64336366126433.0,393529582861147.0,450538198877658.0,392346896354339.0,61648638752798.0,397686279633189.0,74658829826871.0,240428728642973.0,76326590615100.0,183346967037217.0,576292617951867.0,238020895552545.0,546670981997109.0,473098922538683.0,27795641963389.0,576061559307110.0,576458503935450.0,34536740814718.0,547942864238932.0,320555809262288.0,203252633501926.0,101240774785492.0,40346053324333.0,360505082712420.0,575316104575490.0,543208851677347.0,94644442790292.0,44203567641027.0,191401358693309.0,44017422964790.0,30582403738194.0,20611985843207.0,69795295809274.0,21906538893029.0,110091113725745.0,36177112745717.0,95722681777818.0,59534919361613.0,121813441246952.0,31516199819747.0,19323945237520.0,36012598075099.0,171783953764653.0,25924086877037.0,98318041776834.0,34068664582052.0,29594685383406.0,234152404896662.0,23622860796321.0,221612980009297.0,125009087578174.0,109486064939961.0,256101701141535.0,3132164423608303.0,568459285367327.0,64490365116671.0,465648314983687.0,465696132043836.0,26064963172242.0,425194770208355.0,473145460424733.0
45891265184905.0,354467798530348.0,0.0,519757591066051.0,1324541214460172.0,1669046618197088.0,626899032200821.0,230618108681247.0,47417761346979.0,28146755310312.0,12489110124735.0,199890219662966.0,70600441030311.0,485432408621513.0,66453408430845.0,96392382224697.0,36221945848846.0,36634285870784.0,59163342865367.0,1640554979103.0,16733007676221.0,1455278931712012.0,1711842112437285.0,2260156540337.0,5098381429437.0,2709413584018.0,569060083975988.0,181162459703999.0,228603842539997.0,982510789533557.0,14338982893308.0,95807241459071.0,809424212137.0,1698879707446.0,2911919782838.0,203276213226588.0,3368408266721.0,167713220320566.0,1648945477841707.0,146383254912447.0,47575410916020.0,7257273946280.0,29749247558862.0,3850830374659.0,1833849325495.0,429607719350490.0,7203853419044.0,7270914484266.0,303913441287010.0,4137515653492.0,3844403000598.0,35551717877772.0,51871950043395.0,228767084700332.0,4302420075697.0,7054705244945.0,3253876345286.0,133118430728364.0,273539328638259.0,60420252294317.0,186246883805303.0,331826801657349.0,488655890309970.0,106304016671429.0,399776647659808.0,51044647040999.0,214143138374160.0,97674405775461.0,933722701768119.0,63077022813000.0,460486425858427.0,546179538915469.0,235382822781149.0,30686881243743.0,349728111389368.0,127556327992793.0,223504168397930.0,577997269435151.0,1610431279588933.0,433891990869777.0,1463311447534072.0,46348545480064.0,44491171089876.0,13492353196323.0,6208964253201832.0,4049771874019.0,447387510050527.0,2069996147189.0,1481389255898.0,401500297760361.0,1033639938640.0,1627457527746.0
202371326430343.0,26492813937279.0,519757591066051.0,0.0,106648291687422.0,210224709516694.0,17359894352979.0,64026996226915.0,161811539588152.0,275805617655972.0,357858591399052.0,48563394408377.0,115646861548914.0,47304734194993.0,102228590826167.0,98218513302059.0,117085702511477.0,134970271559290.0,149996940831291.0,561104747635401.0,280472506912230.0,171872534337932.0,161724889993281.0,674400212181319.0,709924722707128.0,710406292361338.0,21277965831372.0,87743840083734.0,67109532261055.0,36426262184753.0,263103634888523.0,71929654591487.0,510611708840388.0,586461827374323.0,521877031401529.0,75631349471694.0,530926317394140.0,99352124679913.0,198588518715963.0,106786473646406.0,245531218616847.0,723116179046399.0,336071485404987.0,698293278142077.0,609970281901958.0,22519548110946.0,722854049145476.0,723323503208606.0,32938607378621.0,695354816512177.0,412895527921341.0,287378576471562.0,172241373370131.0,61659482108591.0,475768858282772.0,721887406281214.0,699908856385733.0,147534067240512.0,56286410860467.0,260657237647477.0,40201830569720.0,25204820570917.0,19910415224215.0,58867238277182.0,18924233289358.0,126635716123482.0,41557351439311.0,141526795428223.0,32504097775143.0,158441863007267.0,26544676678841.0,20560346383047.0,32004906341019.0,218230219648592.0,28781729690894.0,142808749253719.0,58090917936200.0,21703280484979.0,139780402262465.0,25333156946856.0,187531771336409.0,172035216683238.0,148887951531707.0,349088658240443.0,2789642761407807.0,712134857339721.0,67832161384004.0,617771529607641.0,592625130246286.0,29549218560274.0,597645949497047.0,580830735199414.0
778550397372924.0,167178042484893.0,1324541214460172.0,106648291687422.0,0.0,66059120033678.0,83343317858217.0,390173479673532.0,652127974588187.0,880467682530431.0,1013740431000143.0,350743865897594.0,541456072366668.0,78398360784758.0,487064766545636.0,409091572102302.0,601508134786191.0,650782929179394.0,633385128795057.0,1334510315629492.0,847512556455676.0,39320701890387.0,18686905336241.0,1458015122003551.0,1481228562057144.0,1480877124542916.0,95407875903135.0,442561160577611.0,406674204271282.0,43739585670551.0,936095218079674.0,390311795126851.0,1299382178799099.0,1316900748942071.0,1260292865734607.0,436633193270832.0,1260159077831392.0,495555064971915.0,51090413672939.0,514331288119684.0,807675015833170.0,1499692283477707.0,931567732346814.0,1470047859809339.0,1379374475470465.0,213273808919577.0,1499308980235028.0,1499954861139946.0,287478886286086.0,1458465623531280.0,1169295224366190.0,906589909720137.0,628482591831820.0,348533285625347.0,1200545371859734.0,1497859275573860.0,1472168357796983.0,594917618336877.0,376282509240938.0,839557075481689.0,240552124852736.0,129205131871751.0,124757695449043.0,345331422335612.0,152278229301341.0,591183649418259.0,316561108378802.0,602624421144534.0,74363644713113.0,650735959435993.0,119561433817262.0,127098720726134.0,186400421552367.0,788947725269582.0,229611925986560.0,602081416792899.0,287179641907827.0,114694377086398.0,42149009421918.0,231536408184756.0,35467160988843.0,699585936449711.0,652986818359137.0,978485970086502.0,1375984705570691.0,1494271213876589.0,144741554662852.0,1361071709234105.0,1364967880100394.0,163881859616940.0,1411552220770466.0,1394785515644274.0
969379384525751.0,282480221195567.0,1669046618197088.0,210224709516694.0,66059120033678.0,0.0,166044667728979.0,638892575170066.0,867788720652724.0,1113965592295544.0,1308032224245673.0,558903115837741.0,753633363079709.0,210536113543231.0,624657425849656.0,733756958914412.0,720947797336597.0,874968596817564.0,852496707942037.0,1709662726117658.0,1250176539072724.0,93108526856354.0,67151467430676.0,1857025982810179.0,1905473426777740.0,1900088079247244.0,173161313508189.0,673999518904190.0,637865484828808.0,110162457682135.0,1120784393756395.0,576877053759278.0,1597070829198275.0,1716064929241039.0,1618862608062853.0,657864436866335.0,1636251028335349.0,757260798260638.0,38842816435350.0,723033920309790.0,1064336316218885.0,1926612755531229.0,1225285819089618.0,1891010313968645.0,1769802124078756.0,377977918601000.0,1926149313636116.0,1926904023676864.0,481205069727378.0,1879405777721446.0,1367560001975970.0,1137869939771428.0,936023440628221.0,593465897609862.0,1532291789874180.0,1924572705584418.0,1894350679889147.0,838143989149351.0,620417628231886.0,1075850346517474.0,487144918051368.0,247923016511755.0,240097324541996.0,462163292425007.0,294962637877717.0,743829818469636.0,518130995341795.0,837520372627676.0,127816880829997.0,873986518504014.0,214550000511596.0,208019599232137.0,267731397129670.0,963038031703954.0,435471214920158.0,818468873445144.0,524500550554535.0,193784926906412.0,38932755381572.0,416514320236167.0,52645134359373.0,916272723016551.0,872908116311127.0,1248783992622432.0,1211303330698427.0,1920848516334501.0,234955252032208.0,1764149467178101.0,1737654720712160.0,289560515986354.0,1775314721928702.0,1683045983257640.0
238544569866819.0,26993245661305.0,626899032200821.0,17359894352979.0,83343317858217.0,166044667728979.0,0.0,78800376537822.0,190574501379859.0,305120514745193.0,410665613402990.0,65552605654467.0,136036303619458.0,44520057122113.0,143009652416391.0,125435431534899.0,170477713699072.0,201014257969212.0,173056671742686.0,628463957140026.0,336359377742649.0,146383967078431.0,159071309360340.0,729454474697734.0,746122904308037.0,746029437578591.0,19848921826609.0,97798833318159.0,87772141474469.0,29214955184748.0,312610814519531.0,95944919564789.0,596915509879107.0,630833727827098.0,589000920974784.0,84444653682471.0,590296089741887.0,113743945549840.0,156127855915886.0,124229821894397.0,274819784533211.0,759637114369774.0,354344142903490.0,738219241681352.0,672228455715932.0,25116660486671.0,759366604531815.0,759819439719895.0,46047356619232.0,730846834580151.0,462752729091963.0,316263351165091.0,181312042370561.0,61737842382025.0,543847900778698.0,758364472874195.0,740362260237276.0,160125299338557.0,68653556065533.0,280851327370755.0,54298324043732.0,26706320172775.0,11683747034685.0,78829499446313.0,24772079151805.0,144427373462886.0,57561447260980.0,164152156509736.0,25941647541690.0,179006572910948.0,16867423948333.0,22077078807675.0,38042737709390.0,238542309530271.0,32804223820773.0,162410734704673.0,54032666993252.0,16939781807359.0,117837445548670.0,27986316197728.0,137745791303601.0,203241599108589.0,189352558642314.0,376872906698331.0,2595415986406968.0,756320503252262.0,67061240498405.0,659843657935540.0,664935006302016.0,35662795635324.0,686707677119882.0,657109779427595.0
29917507226089.0,55687200207590.0,230618108681247.0,64026996226915.0,390173479673532.0,638892575170066.0,78800376537822.0,0.0,26957839908837.0,62839953579711.0,102632036989773.0,6001864672023.0,15638523917101.0,103013226498880.0,58181932224159.0,27277194775411.0,58607628889647.0,44495754393381.0,18781208688870.0,213080677598842.0,105421083903171.0,513928611435306.0,609274483888712.0,302112930055848.0,326010823884155.0,321004490647203.0,79903441096743.0,6046685490994.0,4210049465595.0,186854852235377.0,61177246729389.0,16199569371422.0,201807974878754.0,251166359343714.0,210927060743682.0,5681676735301.0,217621807944547.0,7004406749199.0,602271677752970.0,7595324091676.0,51564249410894.0,334869107843928.0,81052048348122.0,320243310938766.0,267456030433839.0,21247125279159.0,334684440569989.0,334994762286729.0,12812359931426.0,314773132440439.0,120870439615469.0,65260389507856.0,21863488512287.0,9141240425532.0,179823204399315.0,333990046662623.0,320774231635828.0,15184876742553.0,5180709473787.0,55085603131276.0,14278556149057.0,34491109749219.0,57045743490717.0,22798716101151.0,44200894691896.0,25735678923592.0,8937250177142.0,14175180946436.0,205503292737440.0,18421277721917.0,68482785208330.0,106860646999213.0,30053831535877.0,33667696677137.0,14167724967572.0,15664952591129.0,17854548969941.0,78079624559580.0,570205847674581.0,19822919389340.0,477467076407604.0,26625698395995.0,27978696176504.0,92541990143187.0,4022853373453079.0,332669979236732.0,127506396458344.0,269418503050223.0,256265184013111.0,70761778310934.0,271081943730319.0,230722199546241.0
10586595526275.0,122568756237253.0,47417761346979.0,161811539588152.0,652127974588187.0,867788720652724.0,190574501379859.0,26957839908837.0,0.0,12169944815177.0,25158735514108.0,25458931304434.0,9057631653278.0,177666498442411.0,19140354564223.0,21394574841248.0,16418892707771.0,10856921939634.0,11327533967052.0,35234390495005.0,13630638786147.0,746195022596083.0,957621822314686.0,114577143273646.0,147765784324384.0,132177176826595.0,190549546961337.0,18557148311881.0,32825320901269.0,367476362054184.0,15294344527298.0,14377265787906.0,62630289733422.0,96225869078940.0,72433534044136.0,25304487597226.0,74485564364445.0,18962382986125.0,880553300020741.0,19324578213948.0,12730072715754.0,157700782317896.0,20961550536396.0,140217232170912.0,101950580669588.0,99473364702673.0,157579526888503.0,157777632271957.0,59091108035839.0,143118170877637.0,28443364163619.0,16003446076467.0,8972456225632.0,33053320589604.0,58311444362331.0,157136789005315.0,137443658400714.0,14102426972286.0,31705286162037.0,15489702574912.0,30742444816705.0,81297678364976.0,137345546012210.0,18062285035959.0,110027818288846.0,8807362372976.0,31796949446261.0,11083155542187.0,428714745811755.0,6954485037268.0,162658423719807.0,206241819692372.0,66264465613543.0,12138238049950.0,61261501451820.0,13955423523172.0,44456648320750.0,187546730710610.0,934193551050325.0,92600869962380.0,744116860546200.0,7832650130218.0,7397088910482.0,23605888733892.0,4790995470192967.0,145725072170076.0,204030080799465.0,104347031687989.0,96127902251852.0,137606506393631.0,77994544767779.0,78532108643685.0
