period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption,total-consumption-units,total-consumption-btu,generation,gross-generation,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,average-heat-content,average-heat-content-units,total-consumption-btu-units,generation-units,gross-generation-units,consumption-for-eg-btu-units,X,Y,FID,OBJECTID,Plant_Code,Plant_Name,Utility_ID,Utility_Na,sector_nam,Street_Add,City,County,State,Zip,PrimSource,source_des,tech_desc,Install_MW,Total_MW,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Source,Period,Longitude,Latitude,LATITUDE,LONGITUDE,DATE,TEMP,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP
2023-09-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-10.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2023-09-01,64.4,0.0,0.0,0.0,75.70666666666666,54.36666666666667,0.0,0.0
2019-10-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,34425,MMBtu per Mcf,36077,3260.79,3642.67,34425,Mcf,36077,1.048,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2019-10-01,52.88709677419355,0.0,0.0,0.0,64.81935483870969,41.41612903225807,0.0,0.0
2019-09-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,53862,MMBtu per Mcf,56634,5125.46,5698.3,53862,Mcf,56634,1.051,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2019-09-01,65.82666666666667,0.0,0.0,0.0,78.48333333333333,55.026666666666664,0.0,0.0
2021-03-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,2492,MMBtu per Mcf,2617,238.17,268.95,2492,Mcf,2617,1.05,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2021-03-01,39.688,0.0,0.0,0.0,54.74,26.648000000000003,0.0,0.0
2023-07-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,3226,MMBtu per Mcf,3252,211.0,222.0,3226,Mcf,3252,1.008,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2023-07-01,70.99677419354839,0.0,0.0,0.0,84.14516129032258,60.803225806451614,0.0,0.0
2022-09-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,1,MMBtu per Mcf,1,-6.5,0.0,1,Mcf,1,1.008,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2022-09-01,64.72666666666666,0.0,0.0,0.0,78.00333333333333,53.44666666666667,0.0,0.0
2019-05-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,38253,MMBtu per Mcf,40204,3592.3,3972.04,38253,Mcf,40204,1.051,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2019-05-01,54.23548387096774,0.0,0.0,0.0,67.81290322580645,42.47741935483871,0.0,0.0
2022-12-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,6092,MMBtu per Mcf,6141,318.01,458.0,6092,Mcf,6141,1.008,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2022-12-01,31.5,0.0,0.0,0.0,38.38666666666666,23.956666666666667,0.0,0.0
2021-04-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,4726,MMBtu per Mcf,4960,296.46,398.34,4726,Mcf,4960,1.05,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2021-04-01,47.38928571428572,0.0,0.0,0.0,62.471428571428575,34.582142857142856,0.0,0.0
2020-03-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,6816,MMBtu per Mcf,7174,512.32,632.14,6816,Mcf,7174,1.053,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2020-03-01,38.34193548387096,0.0,0.0,0.0,48.08064516129032,28.348387096774193,0.0,0.0
2022-05-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,87177,MMBtu per Mcf,91155,8174.87,8932.43,87177,Mcf,91155,1.046,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2022-05-01,59.170967741935485,0.0,0.0,0.0,73.81935483870969,46.645161290322584,0.0,0.0
2022-01-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,45566,MMBtu per Mcf,47918,4288.76,4770.58,45566,Mcf,47918,1.052,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2022-01-01,21.58709677419355,0.0,0.0,0.0,31.641935483870967,12.064516129032258,0.0,0.7709677419354838
2020-02-01,1743,St Clair,NG,Natural Gas,MI,Michigan,ALL,7731,MMBtu per Mcf,8179,504.96,688.36,7731,Mcf,8179,1.058,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.4718999999999,42.7642000000001,1976.0,12345.0,1743.0,St Clair,5109.0,DTE Electric Company,Electric Utility,4901 Pointe Dr,East China Twp,St Clair,Michigan,48054.0,natural gas,"Natural Gas = 19 MW, Petroleum = 5 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,23.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.4719,42.7642,42.621,-82.527,2020-02-01,29.141379310344828,0.0,0.0,0.0,38.39655172413793,20.227586206896554,0.0,0.8551724137931035
2021-11-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-11-01,41.45,6.930000000000001,12.483333333333333,17.69,51.5,32.39666666666667,0.043666666666666666,0.0
2019-04-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-230.39,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2019-04-01,47.72,8.593333333333334,15.286666666666667,18.43,60.43666666666666,37.14,0.12899999999999998,0.0
2020-12-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-311.22,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2020-12-01,33.70967741935484,7.880645161290323,13.806451612903226,19.612903225806452,41.54516129032258,26.70967741935484,0.03193548387096774,0.0
2021-10-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-10-01,60.55806451612903,6.054838709677419,11.229032258064517,13.235483870967743,69.67096774193548,52.88387096774194,0.17225806451612902,0.0
2023-03-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2023-03-01,38.512903225806454,8.51290322580645,15.438709677419356,23.76774193548387,48.39354838709678,30.580645161290324,0.07193548387096774,0.0
2019-03-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,117135,MMBtu per Mcf,125334,10600.66,12053.42,117135,Mcf,125334,1.07,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2019-03-01,33.49677419354839,7.619354838709677,13.958064516129031,15.751612903225807,44.41935483870968,22.429032258064513,0.07032258064516128,0.0
2023-06-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2023-06-01,70.24666666666667,5.736666666666666,11.943333333333333,15.343333333333334,82.09333333333333,59.25,0.08333333333333333,0.0
2022-06-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2022-06-01,72.75,6.3566666666666665,12.873333333333333,19.68,86.00333333333333,58.8,0.17433333333333334,0.0
2021-08-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-322.76,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-08-01,77.08064516129032,5.132258064516129,11.506451612903225,13.135483870967741,87.05806451612904,67.35806451612903,0.18161290322580645,0.0
2022-02-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2022-02-01,28.514285714285712,8.746428571428572,15.078571428571427,21.575,38.31428571428571,18.107142857142858,0.048928571428571425,0.0
2021-06-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-322.76,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-06-01,74.36,6.536666666666666,14.073333333333332,20.096666666666668,86.02666666666667,63.480000000000004,0.25733333333333336,0.0
2019-07-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,79613,MMBtu per Mcf,85186,7145.92,8229.64,79613,Mcf,85186,1.07,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2019-07-01,76.24516129032257,5.770967741935484,13.3,16.73225806451613,88.14193548387097,65.29677419354839,0.12290322580645162,0.0
2022-10-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2022-10-01,54.63870967741936,6.867741935483871,12.948387096774193,16.94193548387097,67.46451612903226,43.21290322580645,0.015483870967741935,0.0
2022-11-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2022-11-01,45.440000000000005,7.6433333333333335,13.693333333333333,16.836666666666666,55.64666666666667,36.086666666666666,0.051000000000000004,0.0
2021-03-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,191002,MMBtu per Mcf,201316,9503.59,13071.56,191002,Mcf,201316,1.054,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-03-01,44.251612903225805,8.525806451612903,15.580645161290322,22.116129032258065,59.619354838709675,30.79032258064516,0.0632258064516129,0.0
2023-04-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2023-04-01,51.86666666666667,7.253333333333333,13.646666666666667,20.209999999999997,65.19666666666667,39.37,0.15466666666666665,0.0
2022-08-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2022-08-01,75.34516129032258,5.596774193548387,12.029032258064516,15.903225806451612,87.16129032258064,65.5,0.0729032258064516,0.0
2021-07-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,-305.16,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-07-01,75.10645161290323,6.032258064516129,12.399999999999999,16.10322580645161,86.07741935483871,65.33225806451613,0.2135483870967742,0.0
2023-05-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2023-05-01,61.09032258064516,5.958064516129032,11.425806451612903,12.59032258064516,74.79032258064517,47.358064516129026,0.027741935483870966,0.0
2021-09-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2021-09-01,68.17333333333333,6.503333333333333,12.82,17.84333333333333,80.23666666666666,57.32666666666667,0.04566666666666667,0.0
2020-08-01,1740,River Rouge,NG,Natural Gas,MI,Michigan,ALL,41851,MMBtu per Mcf,44153,494.81,2451.15,41851,Mcf,44153,1.055,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.1118999999999,42.2739,1974.0,12343.0,1740.0,River Rouge,5109.0,DTE Electric Company,Electric Utility,1 Belanger Park,River Rouge,Wayne,Michigan,48218.0,petroleum,Petroleum = 11 MW,Petroleum Liquids,10.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.1119,42.2739,42.4072,-83.009,2020-08-01,74.12258064516129,5.580645161290323,10.919354838709678,12.464516129032258,84.49677419354839,63.79677419354839,0.19870967741935483,0.0
