period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption,total-consumption-units,total-consumption-btu,generation,gross-generation,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,average-heat-content,average-heat-content-units,total-consumption-btu-units,generation-units,gross-generation-units,consumption-for-eg-btu-units,X,Y,FID,OBJECTID,Plant_Code,Plant_Name,Utility_ID,Utility_Na,sector_nam,Street_Add,City,County,State,Zip,PrimSource,source_des,tech_desc,Install_MW,Total_MW,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Source,Period,Longitude,Latitude,LATITUDE,LONGITUDE,DATE,TEMP,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP
2019-05-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-05-01,58.70967741935484,7.33225806451613,14.858064516129033,15.035483870967743,72.1258064516129,46.987096774193546,0.19161290322580646,0.0
2022-08-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-08-01,73.45483870967742,6.038709677419354,13.061290322580646,13.561290322580644,86.23548387096774,63.400000000000006,0.07516129032258065,0.0
2019-11-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-11-01,35.74,8.05,13.913333333333332,14.4,45.223333333333336,27.933333333333334,0.12933333333333333,1.2333333333333334
2020-02-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-02-01,29.975862068965515,9.134482758620688,16.124137931034483,19.42413793103448,39.800000000000004,21.99655172413793,0.04068965517241379,1.3
2020-09-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-09-01,63.26,6.319999999999999,12.85,14.656666666666666,75.81,52.09,0.12866666666666665,0.0
2021-08-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2021-08-01,75.36129032258064,5.754838709677419,13.219354838709679,13.719354838709679,86.42258064516129,65.43225806451613,0.16741935483870968,0.0
2021-03-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2021-03-01,43.07419354838709,9.312903225806451,17.251612903225805,21.66774193548387,59.13225806451613,29.580645161290324,0.09774193548387096,0.0
2022-05-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-05-01,64.06774193548387,8.419354838709678,16.506451612903227,18.190322580645162,74.93548387096774,53.58387096774193,0.12290322580645162,0.0
2020-06-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-06-01,71.30333333333333,6.680000000000001,12.956666666666667,15.913333333333332,84.31666666666666,57.40333333333333,0.089,0.0
2020-04-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-04-01,45.70666666666667,8.146666666666667,16.046666666666667,18.653333333333332,59.080000000000005,34.236666666666665,0.06866666666666667,0.06666666666666667
2021-11-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2021-11-01,39.43,7.823333333333333,15.256666666666666,14.113333333333333,50.37,29.603333333333335,0.06366666666666666,0.21333333333333335
2019-09-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-09-01,68.19333333333333,6.33,13.156666666666666,13.903333333333334,79.17666666666668,58.95666666666667,0.14800000000000002,0.0
2022-09-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-09-01,66.25333333333334,6.276666666666667,12.126666666666667,12.233333333333333,78.99666666666667,56.18333333333333,0.03933333333333333,0.0
2022-02-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-02-01,26.817857142857143,9.714285714285714,16.935714285714287,19.460714285714285,37.31071428571429,16.07857142857143,0.095,3.4071428571428575
2019-08-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-08-01,72.79677419354839,6.458064516129032,13.26774193548387,17.112903225806452,84.17096774193548,62.27741935483871,0.10548387096774194,0.0
2022-11-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-11-01,43.236666666666665,8.49,15.336666666666668,17.303333333333335,54.86,33.903333333333336,0.059666666666666666,0.10666666666666667
2020-01-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-01-01,32.3741935483871,8.258064516129032,15.46774193548387,16.467741935483872,39.61612903225806,25.990322580645163,0.13548387096774195,1.1290322580645162
2021-02-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2021-02-01,23.239285714285717,8.3,13.603571428571428,14.460714285714285,32.03214285714286,15.335714285714285,0.05285714285714286,5.871428571428572
2019-04-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-04-01,48.373333333333335,9.110000000000001,16.316666666666666,19.246666666666666,61.943333333333335,37.45666666666667,0.142,0.0
2019-07-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2019-07-01,76.41290322580646,6.380645161290323,14.896774193548387,13.193548387096774,88.49032258064516,65.34838709677419,0.08580645161290323,0.0
2020-11-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2020-11-01,45.480000000000004,9.116666666666667,16.186666666666667,17.746666666666666,57.559999999999995,34.36,0.08466666666666667,0.08
2021-10-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2021-10-01,58.97096774193548,6.683870967741936,12.974193548387097,13.658064516129032,69.01612903225806,50.86451612903225,0.17838709677419357,0.0
2022-04-01,50260,Beaumont Hospital Dearborn Campus,NG,Natural Gas,MI,Michigan,ALL,0,MMBtu per Mcf,0,0.0,0.0,0,Mcf,0,0.0,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-83.2119,42.2917,2414.0,14382.0,50260.0,Beaumont Hospital Dearborn Campus,13945.0,Beaumont Hospital Dearborn Campus,Commercial Non-CHP,18101 Oakwood Blvd.,Dearborn,Wayne,Michigan,48123.0,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-83.2119,42.2917,42.2311,-83.3312,2022-04-01,46.943333333333335,9.883333333333333,17.813333333333333,18.53666666666667,57.583333333333336,37.626666666666665,0.092,0.11999999999999998
2020-02-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,200,MMBtu per Mcf,240,329.47,329.47,200,Mcf,240,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2020-02-01,28.29655172413793,8.620689655172415,15.13103448275862,17.975862068965515,37.606896551724134,20.417241379310347,0.017586206896551725,0.0
2019-02-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,72555,MMBtu per Mcf,75457,429.56,429.56,1584,Mcf,1647,1.04,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2019-02-01,26.514285714285712,8.971428571428572,16.192857142857143,19.260714285714283,35.60357142857143,18.45,0.053214285714285714,0.0
2019-12-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,90080,MMBtu per Mcf,93683,533.32,533.32,1966,Mcf,2045,1.04,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2019-12-01,33.90967741935484,8.474193548387097,15.129032258064516,17.996774193548386,43.21935483870968,25.345161290322583,0.08451612903225807,0.0
2021-02-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,3753,MMBtu per Mcf,4504,618.44,618.44,1976,Mcf,2371,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2021-02-01,21.467857142857145,7.9678571428571425,14.289285714285715,15.700000000000001,29.99642857142857,13.471428571428572,0.0071428571428571435,0.0
2021-04-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,2980,MMBtu per Mcf,3576,491.07,491.07,1569,Mcf,1883,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2021-04-01,49.516666666666666,7.823333333333333,15.270000000000001,19.203333333333333,63.276666666666664,36.96,0.03666666666666667,0.0
2020-06-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,188,MMBtu per Mcf,226,308.19,308.19,188,Mcf,226,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2020-06-01,71.80666666666666,6.506666666666666,13.610000000000001,16.103333333333335,83.73333333333333,56.89,0.10266666666666667,0.0
2020-09-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,175,MMBtu per Mcf,210,287.07,287.07,175,Mcf,210,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2020-09-01,62.20333333333333,6.696666666666667,13.110000000000001,16.513333333333332,74.25666666666666,51.730000000000004,0.12933333333333333,0.0
2020-11-01,58052,Battle Creek Mill,NG,Natural Gas,MI,Michigan,ALL,146,MMBtu per Mcf,175,240.12,240.12,146,Mcf,175,1.2,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-85.2043,42.3221,5415.0,17013.0,58052.0,Battle Creek Mill,57427.0,RockTenn-Battle Creek Mill,Industrial CHP,177 Angell St.,Battle Creek,Calhoun,Michigan,49037.0,natural gas,Natural Gas = 1.6 MW,Natural Gas Steam Turbine,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-85.2043,42.3221,42.3119,-85.2415,2020-11-01,44.99333333333333,9.416666666666666,15.776666666666667,19.776666666666664,57.22666666666667,33.79333333333333,0.04033333333333333,0.0
